#file,bytes,md5hash,sha256hash
https://s3.amazonaws.com/nist-netzero/2015-data-files/DHW-minute.csv,306588260,3304a4737db60125e54ae1ebdd7f34ea,c94ea6ddc7dc5909814188f03d32dd1decfa277ec1e8bde4f4bb866a23b1662a
https://s3.amazonaws.com/nist-netzero/2015-data-files/Elec-hour.csv,9543259,1d0a3a43be9cc2b38187f20eee5fa0ad,d1b4493795b5bec764a30e7bd22c7030904f991e968b587fcc99dc93a7341856
https://s3.amazonaws.com/nist-netzero/2015-data-files/Elec-minute.csv,526580405,23684417e9efb5b0e39c2b540c5f11ea,6bcff1fb4595ffbb9ead4c5fb930ce1baded22696ba74eee74c9a4688731dc4a
https://s3.amazonaws.com/nist-netzero/2015-data-files/HVAC-hour.csv,1400707,c72576255d85192ca5e032617d73015a,19ab5c957cc09852832e142383bb56c3343acaddef7e687e38415b42a5ac1ef6
https://s3.amazonaws.com/nist-netzero/2015-data-files/HVAC-minute.csv,67672522,4243babfdd8a223c84509a7163934baf,e79ec7e5f6da471e457ab81be92777ed8bbea80b038575052b662c8a2dcba0e9
https://s3.amazonaws.com/nist-netzero/2015-data-files/IndEnv-hour.csv,5393564,36658ac283fed8459ae1b298057b5d6f,0ed2e308a6d574716136418aa9d1fe99e21976febc0942dff0e59e33cfd67c5f
https://s3.amazonaws.com/nist-netzero/2015-data-files/IndEnv-minute.csv,283958172,00211b6030cbdc40f80c2bde9deb6ec5,713d48b48ee4207c7133e15359db93210ce468999799826d8b1790fabbdcfa76
https://s3.amazonaws.com/nist-netzero/2015-data-files/Load-hour.csv,4828681,9f8fcbce2f2783116b2331b5b9a923af,25397745b186058ce9e47e75f8366a6be029d546f0da4b80bf47afada32c8293
https://s3.amazonaws.com/nist-netzero/2015-data-files/Load-minute.csv,253367462,f2164b6e84ce07caba960f2dcfbbb1df,3986a5930f4964632576129d54120e2dade9ed5bb0312c0cddc168b98a7129a2
https://s3.amazonaws.com/nist-netzero/2015-data-files/Metadata-hour.csv,69048,7959304c9c9c99821ef61743f0280164,ac271b8c0267e00147c7c11e962c1be4a845be598d7b8a4c44ab62103dafadd4
https://s3.amazonaws.com/nist-netzero/2015-data-files/Metadata-minute.csv,69048,7959304c9c9c99821ef61743f0280164,ac271b8c0267e00147c7c11e962c1be4a845be598d7b8a4c44ab62103dafadd4
https://s3.amazonaws.com/nist-netzero/2015-data-files/OutEnv-hour.csv,553254,5c0676120251c190b4692b38a6770b74,970bf65ee931cec8555bbd7459ce4f11f5ac898d7a48760e2faf8c4c70fd808a
https://s3.amazonaws.com/nist-netzero/2015-data-files/OutEnv-minute.csv,30656127,6015e26e0ef3d162910c4a48734e7378,249f26ef6de49077790b41000fd1bdb6d8630a72bc97284f424e880e6a77e038
https://s3.amazonaws.com/nist-netzero/2015-data-files/PV-hour.csv,4358240,f14b98113268ff11bfa7967a1083d229,e46212fb250d7102849f2ed627b1a86a804790bf9c956fbf458998274b3bc4a3
https://s3.amazonaws.com/nist-netzero/2015-data-files/PV-minute.csv,229350060,06c2c444c506b318f35509c12f9bd06f,908564590b80423cfdc7ef4ca5b32fa1ef2521cbf2e32c1f97ca89e102f0b1cc
https://s3.amazonaws.com/nist-netzero/2015-data-files/SHW-hour.csv,852176,e9ee82de3aef1d981457315f68a59c3a,6d51d844e9e92916113b0c256747d9f2aa8047274318029cd9ffd340772e84ed
https://s3.amazonaws.com/nist-netzero/2015-data-files/SHW-minute.csv,54852203,3a35ea1daaeb3c8e5c2485e79734c9ea,019e09c7128348f1198bffc0cb7f0bcf428c4ea78d74b3aecc5be5a7438bcdb6
https://s3.amazonaws.com/nist-netzero/2015-data-files/Vent-hour.csv,2062572,e60d22f083415cc3edec0ef866c81031,6f5a5c638177570787fb3aa1a3b4b563dd3754a7a35cac294858a4bfac81b393
https://s3.amazonaws.com/nist-netzero/2015-data-files/Vent-minute.csv,115341821,5d12dc3957b924c41820398306f657c9,7d155d36ddf4ad301acf96c8a1316aca40079fadc2b03e435562c6d7bd1b52d6
https://s3.amazonaws.com/nist-netzero/Log_NZERTF_Year1_ForDataRelease.xlsx,32235,2cfd82fd2d32d5dfe4c649da9cbe9a47,950df4f0016bd1b65164c611ddd46074358e5aae532e1c3153447158446f32de
https://s3.amazonaws.com/nist-netzero/Log_NZERTF_Year2_ForDataRelease.xls,27524,d1ef7f7d0e868550bf66a1586e394044,2b8a8a4d678605e2d646d11f5d5044ec68d83346042a77ff4a19e887d465cdaa
https://s3.amazonaws.com/nist-netzero/NZERTF-Data-Dictionary.docx,106529,0e420d5c06f546c200e48bb2c70eedcc,b55cf95c07e6fecdea02095b5fe2a255899e27d60fa2dbd573a0bdc1dde9b71d
